environment,frozen_registry_sha256,feature,gain_mean,gain_sd,n_folds
clean,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,relative_delta:structural_syntax_05,0.046060755747697364,0.020984646581270267,60
clean,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,relative_delta:structural_syntax_06,0.06036998286050774,0.021371825892168225,60
clean,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,relative_delta:structural_syntax_07,0.004974226313163375,0.005706748412525408,60
clean,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,relative_delta:formatting_layout_00,0.0025142833797590436,0.0008606348921505011,60
clean,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,relative_delta:formatting_layout_01,0.005451332569770183,0.0024870725550948857,60
clean,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,relative_delta:formatting_layout_02,0.003977090001144988,0.0017769730603892416,60
clean,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,relative_delta:formatting_layout_03,0.0024931379885606026,0.001312976445298876,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:original_style_00,0.0018883037536623268,0.0007521891392616889,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:original_style_01,0.0019202727035969524,0.0007474523913171989,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:original_style_02,0.0016080809531525927,0.0017587388486104804,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:original_style_03,0.0020422784069213423,0.001815399810557892,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:original_style_04,0.0018734865496398102,0.0006956505464065983,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:original_style_05,0.0023358731905043007,0.0014611710602332028,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:original_style_06,0.00203047511983668,0.000574693033253914,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:original_style_07,0.0018122858648587825,0.0005316316719599642,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:original_style_08,0.0021490646457109175,0.0007556567026186096,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:original_style_09,0.0019430065677915485,0.0005419757041039592,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:lexical_00,0.0029561652604140768,0.0007415624641443814,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:lexical_01,0.002674108393929454,0.0008996038238460639,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:lexical_02,0.002581265202629704,0.0008823786898166756,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:lexical_03,0.0022404852921650794,0.0008647103171076052,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:lexical_04,0.00222251887377284,0.0006964674620763472,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:lexical_05,0.0027850554637633006,0.0010693805657777142,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:structural_syntax_00,0.001909349295688126,0.0005943042762808769,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:structural_syntax_01,0.001661187400227267,0.0005797599335226394,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:structural_syntax_02,0.0024782895933876067,0.0014790383875575171,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:structural_syntax_03,0.0030865273728913484,0.0018051101843315307,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:structural_syntax_04,0.00198132020425247,0.0005775947204965337,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:structural_syntax_05,0.001864589529498836,0.0007794911796345104,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:structural_syntax_06,0.0021821420916186564,0.0007429426466381219,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:structural_syntax_07,0.0006586275026412204,0.0008680703126995267,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:formatting_layout_00,0.0017374109438164757,0.0005471796084276236,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:formatting_layout_01,0.00218956705121573,0.0007896805215669501,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:formatting_layout_02,0.0020225575522896866,0.0006046622278358728,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,human_absolute:formatting_layout_03,0.0020563221131080648,0.00074114203097455,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:original_style_00,0.002102133312195982,0.0010309114707776708,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:original_style_01,0.0016751980398217769,0.0005979198924534589,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:original_style_02,0.0017627426497777863,0.0015737883851426764,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:original_style_03,0.0021339199710208295,0.00166205700398739,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:original_style_04,0.0018516831176034027,0.0009806547627761472,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:original_style_05,0.0023047465822287378,0.001108731390737334,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:original_style_06,0.0026738012782006075,0.000912505725791849,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:original_style_07,0.002407382643967247,0.0007618303105832359,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:original_style_08,0.002732942721533033,0.0013232459178381427,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:original_style_09,0.002367751666333942,0.0008820891611380312,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:lexical_00,0.003540329266895737,0.0007549787838500724,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:lexical_01,0.003181179674200412,0.0010055866230269778,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:lexical_02,0.003067187574206907,0.0010081061003170027,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:lexical_03,0.002272367187723427,0.0009536431782223365,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:lexical_04,0.002266099739978776,0.0006435354848236652,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:lexical_05,0.002935612940369219,0.0010767204236240863,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:structural_syntax_00,0.0032978487747751307,0.0013447985728977042,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:structural_syntax_01,0.0016398175329243462,0.0005901679034529273,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:structural_syntax_02,0.0024261861325745055,0.001511348288437585,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:structural_syntax_03,0.010167021088590932,0.005668913612699345,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:structural_syntax_04,0.002537057514198144,0.0014194584610753428,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:structural_syntax_05,0.0024810787442363716,0.001486345460184019,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:structural_syntax_06,0.0022817191641534428,0.0007817380624763986,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:structural_syntax_07,0.001306267585759921,0.0015728511657099823,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:formatting_layout_00,0.0016891884814106877,0.0006271875685538013,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:formatting_layout_01,0.0018316439076737883,0.000519589399672602,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:formatting_layout_02,0.0017636844147975747,0.0003491022496941624,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,candidate_absolute:formatting_layout_03,0.002109256311097005,0.0008372084816805547,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,delta:original_style_00,0.007389772448454588,0.007269049562245075,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,delta:original_style_01,0.00619934024466462,0.0030871903751986717,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,delta:original_style_02,0.005543958365229524,0.004466150812327978,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,delta:original_style_03,0.003907131322933353,0.0024738605123737828,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,delta:original_style_04,0.003986322068601802,0.0021613434326959724,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,delta:original_style_05,0.008730164242268322,0.0067685326302325995,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,delta:original_style_06,0.01180780502367386,0.006019848303612651,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,delta:original_style_07,0.002967114795016274,0.0018927486497426465,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,delta:original_style_08,0.020948304793986083,0.014635625892068467,60
combined_attack,f18c06f33f3f7f4037c074c58543ed7ff96342108bb4d39838262b626974df62,delta:original_style_09,0.00850474988864228,0.004865889095978161,60
