condition,baseline,method,delta_pp,cells,ci_low_pp,ci_high_pp,ci_source,lpcode_original_drop_pp,lpcode_original_drop_ci_low_pp,lpcode_original_drop_ci_high_pp,mstf_drop_pp,mstf_drop_ci_low_pp,mstf_drop_ci_high_pp
clean,0.90463192307462,0.9724806385938991,6.784871551927914,60,6.692544572062169,6.937864334463609,results/03_style_attack/summary.json,0.0,0.0,0.0,0.0,0.0,0.0
comment_removal,0.8957300429847289,0.9706139737771863,7.488393079245739,60,7.338787674945753,7.7488937314424104,results/03_style_attack/summary.json,0.8901880089891154,0.8331088975334865,0.9788069377769515,0.1866664816712902,0.16777754079814855,0.2124050887733242
identifier_rename,0.8533962789265094,0.9551618385763994,10.176555964989008,60,9.673569126517839,10.838320965464481,results/03_style_attack/summary.json,5.123564414811069,4.753505295885759,5.5425029314806675,1.7318800017499743,1.6420463004797974,1.7811129633400369
format_normalization,0.9046415649415149,0.9724362767487467,6.779471180723174,60,6.688344997793272,6.941638634213024,results/03_style_attack/summary.json,-0.0009641866894856873,-0.004421152329445177,0.003193867773874093,0.004436184515253701,-0.0005804319755414733,0.014110563581851143
comment_injection,0.9042935777653603,0.9712952662245146,6.700168845915428,60,6.574442414780171,6.830382899452543,results/03_style_attack/summary.json,0.033834530925971516,-0.05773847413696354,0.12507012466343892,0.11853723693845686,0.0920248603408308,0.14165337726250338
combined,0.8415260387132605,0.9531278544597213,11.160181574646076,60,10.476017286801424,12.010249689289846,results/03_style_attack/summary.json,6.31058843613595,5.822346124765639,6.848814297851169,1.9352784134177865,1.7764289430249307,2.0388734100263854
